round_id,round_name,table,qr_value,competitor_name,city,username
round_1,Individual Round 1,44,PZZLD-019f765d-ec43-719b-a9d3-1cdc61983d69,Puzzler ABR,"Toronto, Ontario",@puzzlerabr
round_1,Individual Round 1,45,PZZLD-019f765d-ec43-719b-a9d3-1cdc62311bee,Puzzler ABS,"Chicago, Illinois",@puzzlerabs
round_1,Individual Round 1,46,PZZLD-019f765d-ec44-70cb-bf7c-ec80ec4e6811,Puzzler ABT,"Phoenix, Arizona",@puzzlerabt
round_1,Individual Round 1,47,PZZLD-019f765d-ec45-7127-81d7-2b48c29ae635,Puzzler ABU,"San Diego, California",@puzzlerabu
round_1,Individual Round 1,48,PZZLD-019f765d-ec45-7127-81d7-2b48c31243e0,Puzzler ABV,"Portland, Oregon",@puzzlerabv
round_1,Individual Round 1,49,PZZLD-019f765d-ec46-72d3-8070-b00afbb344f6,Puzzler ABW,"Boston, Massachusetts",@puzzlerabw
round_1,Individual Round 1,50,PZZLD-019f765d-ec47-7289-9286-80ed96d413a4,Puzzler ABX,"Austin, Texas",@puzzlerabx
round_1,Individual Round 1,51,PZZLD-019fab7e-8c70-721b-b675-45f32888c0db,Puzzler ABY,"Vancouver, British Columbia",@puzzleraby
round_1,Individual Round 1,52,PZZLD-019fab7e-8c72-71d3-ac05-bb054bcecf98,Puzzler ABZ,"Denver, Colorado",@puzzlerabz
round_1,Individual Round 1,53,PZZLD-019fab7e-8c73-70ed-833d-b5a6e47227e6,Puzzler ACA,"Madison, Wisconsin",@puzzleraca
round_1,Individual Round 1,54,PZZLD-019fab7e-8c74-72e4-a5a4-756c1b490c80,Puzzler ACB,"Minneapolis, Minnesota",@puzzleracb
round_1,Individual Round 1,55,PZZLD-019fab7e-8c75-7154-813b-9e187fcbf657,Puzzler ACC,"Seattle, Washington",@puzzleracc
round_1,Individual Round 1,56,PZZLD-019fab7e-8c77-72dd-a9be-9e50a6f39444,Puzzler ACD,"Toronto, Ontario",@puzzleracd
round_1,Individual Round 1,57,PZZLD-019fab7e-8c78-7082-a43b-42406eed8861,Puzzler ACE,"Chicago, Illinois",@puzzlerace
round_1,Individual Round 1,58,PZZLD-019fab7e-8c79-7020-b146-f1c17868a661,Puzzler ACF,"Phoenix, Arizona",@puzzleracf
round_1,Individual Round 1,59,PZZLD-019fab7e-8c7b-73c2-8af1-1efca4d05008,Puzzler ACG,"San Diego, California",@puzzleracg
round_1,Individual Round 1,60,PZZLD-019fab7e-8c7d-7096-b9dd-0a9d8bcc68cd,Puzzler ACH,"Portland, Oregon",@puzzlerach
round_2,Individual Round 2,1,PZZLD-019f765d-ec1e-7280-a54e-90171dd3164e,Puzzler ACI,"Portland, Oregon",@puzzleraci
round_2,Individual Round 2,2,PZZLD-019f765d-ec1f-71b0-9efc-45f11de36016,Puzzler ACJ,"Boston, Massachusetts",@puzzleracj
round_2,Individual Round 2,3,PZZLD-019f765d-ec20-72ae-b939-75ef31231d27,Puzzler ACK,"Austin, Texas",@puzzlerack
round_2,Individual Round 2,4,PZZLD-019f765d-ec21-709f-ae6b-6715946f31f7,Puzzler ACL,"Vancouver, British Columbia",@puzzleracl
round_2,Individual Round 2,5,PZZLD-019f765d-ec21-709f-ae6b-671594b06ccc,Puzzler ACM,"Denver, Colorado",@puzzleracm
round_2,Individual Round 2,6,PZZLD-019f765d-ec23-7337-bf47-59eb8083fc1f,Puzzler ACN,"Madison, Wisconsin",@puzzleracn
round_2,Individual Round 2,7,PZZLD-019f765d-ec24-71e3-a2e9-903bb0a1c4f4,Puzzler ACO,"Minneapolis, Minnesota",@puzzleraco
round_2,Individual Round 2,8,PZZLD-019f765d-ec25-71a2-ab4e-3d952b2b1f29,Puzzler ACP,"Seattle, Washington",@puzzleracp
round_2,Individual Round 2,9,PZZLD-019f765d-ec26-703e-9758-c81e30d0e287,Puzzler ACQ,"Toronto, Ontario",@puzzleracq
round_2,Individual Round 2,10,PZZLD-019f765d-ec27-7064-be92-b332c1935d10,Puzzler ACR,"Chicago, Illinois",@puzzleracr
round_2,Individual Round 2,11,PZZLD-019f765d-ec28-71ea-b04f-eab74b5e3deb,Puzzler ACS,"Phoenix, Arizona",@puzzleracs
round_2,Individual Round 2,12,PZZLD-019f765d-ec28-71ea-b04f-eab74bc9fafd,Puzzler ACT,"San Diego, California",@puzzleract
round_2,Individual Round 2,13,PZZLD-019f765d-ec2a-709c-a59d-e441f81a2fe2,Puzzler ACU,"Portland, Oregon",@puzzleracu
round_2,Individual Round 2,14,PZZLD-019f765d-ec2a-709c-a59d-e441f8ea3547,Puzzler ACV,"Boston, Massachusetts",@puzzleracv
round_2,Individual Round 2,15,PZZLD-019f765d-ec2b-7350-9ce4-e5e82fb13a74,Puzzler ACW,"Austin, Texas",@puzzleracw
round_2,Individual Round 2,16,PZZLD-019f765d-ec2c-72a6-8d71-ad3f4efa7ec3,Puzzler ACX,"Vancouver, British Columbia",@puzzleracx
round_2,Individual Round 2,17,PZZLD-019f765d-ec2d-7355-b365-968331a860c8,Puzzler ACY,"Denver, Colorado",@puzzleracy
round_2,Individual Round 2,18,PZZLD-019f765d-ec2e-722f-b183-e70f70afd930,Puzzler ACZ,"Madison, Wisconsin",@puzzleracz
round_2,Individual Round 2,19,PZZLD-019f765d-ec2f-7076-a84b-b7a49d728019,Puzzler ADA,"Minneapolis, Minnesota",@puzzlerada
round_2,Individual Round 2,20,PZZLD-019f765d-ec30-735c-a40f-54a917a9ec91,Puzzler ADB,"Seattle, Washington",@puzzleradb
round_2,Individual Round 2,21,PZZLD-019f765d-ec30-735c-a40f-54a91899e16d,Puzzler ADC,"Toronto, Ontario",@puzzleradc
round_2,Individual Round 2,22,PZZLD-019f765d-ec31-7000-8c87-10d88f10863e,Puzzler ADD,"Chicago, Illinois",@puzzleradd
round_2,Individual Round 2,23,PZZLD-019f765d-ec32-70ac-9908-117138bcf9f6,Puzzler ADE,"Phoenix, Arizona",@puzzlerade
round_2,Individual Round 2,24,PZZLD-019f765d-ec32-70ac-9908-11713979db84,Puzzler ADF,"San Diego, California",@puzzleradf
round_2,Individual Round 2,25,PZZLD-019f765d-ec33-71a0-afbe-da2f8a75de3b,Puzzler ADG,"Portland, Oregon",@puzzleradg
round_2,Individual Round 2,26,PZZLD-019f765d-ec34-7038-80b3-d2dbce9a19af,Puzzler ADH,"Boston, Massachusetts",@puzzleradh
round_2,Individual Round 2,27,PZZLD-019f765d-ec36-70a9-9413-06f7c7ee2808,Puzzler ADI,"Austin, Texas",@puzzleradi
round_2,Individual Round 2,28,PZZLD-019f765d-ec37-7134-9e51-0ed722afe597,Puzzler ADJ,"Vancouver, British Columbia",@puzzleradj
round_2,Individual Round 2,29,PZZLD-019f765d-ec37-7134-9e51-0ed7235d5048,Puzzler ADK,"Denver, Colorado",@puzzleradk
round_2,Individual Round 2,30,PZZLD-019f765d-ec38-721d-8d85-a184fb48315f,Puzzler ADL,"Madison, Wisconsin",@puzzleradl
round_2,Individual Round 2,31,PZZLD-019f765d-ec38-721d-8d85-a184fc2501df,Puzzler ADM,"Minneapolis, Minnesota",@puzzleradm
round_2,Individual Round 2,32,PZZLD-019f765d-ec3a-704f-81cb-142e0737f500,Puzzler ADN,"Seattle, Washington",@puzzleradn
round_2,Individual Round 2,33,PZZLD-019f765d-ec3b-7092-b9eb-9bcb203cad03,Puzzler ADO,"Toronto, Ontario",@puzzlerado
round_2,Individual Round 2,34,PZZLD-019f765d-ec3c-7223-8464-5ea35d028e4e,Puzzler ADP,"Chicago, Illinois",@puzzleradp
round_2,Individual Round 2,35,PZZLD-019f765d-ec3c-7223-8464-5ea35d23485f,Puzzler ADQ,"Phoenix, Arizona",@puzzleradq
round_2,Individual Round 2,36,PZZLD-019f765d-ec3d-7013-bf3b-d4aa2e41fdcb,Puzzler ADR,"San Diego, California",@puzzleradr
round_2,Individual Round 2,37,PZZLD-019f765d-ec3e-7061-bd15-4eb04837ab18,Puzzler ADS,"Portland, Oregon",@puzzlerads
round_2,Individual Round 2,38,PZZLD-019f765d-ec3f-71d0-bd79-a0fbdecb5fbd,Puzzler ADT,"Boston, Massachusetts",@puzzleradt
round_2,Individual Round 2,39,PZZLD-019f765d-ec3f-71d0-bd79-a0fbdf7d6485,Puzzler ADU,"Austin, Texas",@puzzleradu
round_2,Individual Round 2,40,PZZLD-019f765d-ec40-714d-b808-533d96786413,Puzzler ADV,"Vancouver, British Columbia",@puzzleradv
round_2,Individual Round 2,41,PZZLD-019f765d-ec41-7244-a0e8-6041a01181e0,Puzzler ADW,"Denver, Colorado",@puzzleradw
round_2,Individual Round 2,42,PZZLD-019f765d-ec41-7244-a0e8-6041a0143285,Puzzler ADX,"Madison, Wisconsin",@puzzleradx
round_2,Individual Round 2,43,PZZLD-019f765d-ec42-7172-974b-8dd43c1ee20e,Puzzler ADY,"Minneapolis, Minnesota",@puzzlerady
round_2,Individual Round 2,44,PZZLD-019f765d-ec43-719b-a9d3-1cdc61983d69,Puzzler ADZ,"Seattle, Washington",@puzzleradz
round_2,Individual Round 2,45,PZZLD-019f765d-ec43-719b-a9d3-1cdc62311bee,Puzzler AEA,"Toronto, Ontario",@puzzleraea
round_2,Individual Round 2,46,PZZLD-019f765d-ec44-70cb-bf7c-ec80ec4e6811,Puzzler AEB,"Chicago, Illinois",@puzzleraeb
round_2,Individual Round 2,47,PZZLD-019f765d-ec45-7127-81d7-2b48c29ae635,Puzzler AEC,"Phoenix, Arizona",@puzzleraec
round_2,Individual Round 2,48,PZZLD-019f765d-ec45-7127-81d7-2b48c31243e0,Puzzler AED,"San Diego, California",@puzzleraed
round_2,Individual Round 2,49,PZZLD-019f765d-ec46-72d3-8070-b00afbb344f6,Puzzler AEE,"Portland, Oregon",@puzzleraee
round_2,Individual Round 2,50,PZZLD-019f765d-ec47-7289-9286-80ed96d413a4,Puzzler AEF,"Boston, Massachusetts",@puzzleraef
round_2,Individual Round 2,51,PZZLD-019fab7e-8c70-721b-b675-45f32888c0db,Puzzler AEG,"Austin, Texas",@puzzleraeg
round_2,Individual Round 2,52,PZZLD-019fab7e-8c72-71d3-ac05-bb054bcecf98,Puzzler AEH,"Vancouver, British Columbia",@puzzleraeh
round_2,Individual Round 2,53,PZZLD-019fab7e-8c73-70ed-833d-b5a6e47227e6,Puzzler AEI,"Denver, Colorado",@puzzleraei
round_2,Individual Round 2,54,PZZLD-019fab7e-8c74-72e4-a5a4-756c1b490c80,Puzzler AEJ,"Madison, Wisconsin",@puzzleraej
round_2,Individual Round 2,55,PZZLD-019fab7e-8c75-7154-813b-9e187fcbf657,Puzzler AEK,"Minneapolis, Minnesota",@puzzleraek
round_2,Individual Round 2,56,PZZLD-019fab7e-8c77-72dd-a9be-9e50a6f39444,Puzzler AEL,"Seattle, Washington",@puzzlerael
round_2,Individual Round 2,57,PZZLD-019fab7e-8c78-7082-a43b-42406eed8861,Puzzler AEM,"Toronto, Ontario",@puzzleraem
round_2,Individual Round 2,58,PZZLD-019fab7e-8c79-7020-b146-f1c17868a661,Puzzler AEN,"Chicago, Illinois",@puzzleraen
round_2,Individual Round 2,59,PZZLD-019fab7e-8c7b-73c2-8af1-1efca4d05008,Puzzler AEO,"Phoenix, Arizona",@puzzleraeo
round_2,Individual Round 2,60,PZZLD-019fab7e-8c7d-7096-b9dd-0a9d8bcc68cd,Puzzler AEP,"San Diego, California",@puzzleraep
round_3,Individual Round 3,1,PZZLD-019f765d-ec1e-7280-a54e-90171dd3164e,Puzzler AEQ,"San Diego, California",@puzzleraeq
round_3,Individual Round 3,2,PZZLD-019f765d-ec1f-71b0-9efc-45f11de36016,Puzzler AER,"Portland, Oregon",@puzzleraer
round_3,Individual Round 3,3,PZZLD-019f765d-ec20-72ae-b939-75ef31231d27,Puzzler AES,"Boston, Massachusetts",@puzzleraes
round_3,Individual Round 3,4,PZZLD-019f765d-ec21-709f-ae6b-6715946f31f7,Puzzler AET,"Austin, Texas",@puzzleraet
round_3,Individual Round 3,5,PZZLD-019f765d-ec21-709f-ae6b-671594b06ccc,Puzzler AEU,"Vancouver, British Columbia",@puzzleraeu
round_3,Individual Round 3,6,PZZLD-019f765d-ec23-7337-bf47-59eb8083fc1f,Puzzler AEV,"Denver, Colorado",@puzzleraev
round_3,Individual Round 3,7,PZZLD-019f765d-ec24-71e3-a2e9-903bb0a1c4f4,Puzzler AEW,"Madison, Wisconsin",@puzzleraew
round_3,Individual Round 3,8,PZZLD-019f765d-ec25-71a2-ab4e-3d952b2b1f29,Puzzler AEX,"Minneapolis, Minnesota",@puzzleraex
round_3,Individual Round 3,9,PZZLD-019f765d-ec26-703e-9758-c81e30d0e287,Puzzler AEY,"Seattle, Washington",@puzzleraey
round_3,Individual Round 3,10,PZZLD-019f765d-ec27-7064-be92-b332c1935d10,Puzzler AEZ,"Toronto, Ontario",@puzzleraez
round_3,Individual Round 3,11,PZZLD-019f765d-ec28-71ea-b04f-eab74b5e3deb,Puzzler AFA,"Chicago, Illinois",@puzzlerafa
round_3,Individual Round 3,12,PZZLD-019f765d-ec28-71ea-b04f-eab74bc9fafd,Puzzler AFB,"Phoenix, Arizona",@puzzlerafb
round_3,Individual Round 3,13,PZZLD-019f765d-ec2a-709c-a59d-e441f81a2fe2,Puzzler AFC,"San Diego, California",@puzzlerafc
round_3,Individual Round 3,14,PZZLD-019f765d-ec2a-709c-a59d-e441f8ea3547,Puzzler AFD,"Portland, Oregon",@puzzlerafd
round_3,Individual Round 3,15,PZZLD-019f765d-ec2b-7350-9ce4-e5e82fb13a74,Puzzler AFE,"Boston, Massachusetts",@puzzlerafe
round_3,Individual Round 3,16,PZZLD-019f765d-ec2c-72a6-8d71-ad3f4efa7ec3,Puzzler AFF,"Austin, Texas",@puzzleraff
round_3,Individual Round 3,17,PZZLD-019f765d-ec2d-7355-b365-968331a860c8,Puzzler AFG,"Vancouver, British Columbia",@puzzlerafg
round_3,Individual Round 3,18,PZZLD-019f765d-ec2e-722f-b183-e70f70afd930,Puzzler AFH,"Denver, Colorado",@puzzlerafh
round_3,Individual Round 3,19,PZZLD-019f765d-ec2f-7076-a84b-b7a49d728019,Puzzler AFI,"Madison, Wisconsin",@puzzlerafi
round_3,Individual Round 3,20,PZZLD-019f765d-ec30-735c-a40f-54a917a9ec91,Puzzler AFJ,"Minneapolis, Minnesota",@puzzlerafj
round_3,Individual Round 3,21,PZZLD-019f765d-ec30-735c-a40f-54a91899e16d,Puzzler AFK,"Seattle, Washington",@puzzlerafk
round_3,Individual Round 3,22,PZZLD-019f765d-ec31-7000-8c87-10d88f10863e,Puzzler AFL,"Toronto, Ontario",@puzzlerafl
round_3,Individual Round 3,23,PZZLD-019f765d-ec32-70ac-9908-117138bcf9f6,Puzzler AFM,"Chicago, Illinois",@puzzlerafm
round_3,Individual Round 3,24,PZZLD-019f765d-ec32-70ac-9908-11713979db84,Puzzler AFN,"Phoenix, Arizona",@puzzlerafn
round_3,Individual Round 3,25,PZZLD-019f765d-ec33-71a0-afbe-da2f8a75de3b,Puzzler AFO,"San Diego, California",@puzzlerafo
round_3,Individual Round 3,26,PZZLD-019f765d-ec34-7038-80b3-d2dbce9a19af,Puzzler AFP,"Portland, Oregon",@puzzlerafp
round_3,Individual Round 3,27,PZZLD-019f765d-ec36-70a9-9413-06f7c7ee2808,Puzzler AFQ,"Boston, Massachusetts",@puzzlerafq
round_3,Individual Round 3,28,PZZLD-019f765d-ec37-7134-9e51-0ed722afe597,Puzzler AFR,"Austin, Texas",@puzzlerafr
round_3,Individual Round 3,29,PZZLD-019f765d-ec37-7134-9e51-0ed7235d5048,Puzzler AFS,"Vancouver, British Columbia",@puzzlerafs
round_3,Individual Round 3,30,PZZLD-019f765d-ec38-721d-8d85-a184fb48315f,Puzzler AFT,"Denver, Colorado",@puzzleraft
round_3,Individual Round 3,31,PZZLD-019f765d-ec38-721d-8d85-a184fc2501df,Puzzler AFU,"Madison, Wisconsin",@puzzlerafu
round_3,Individual Round 3,32,PZZLD-019f765d-ec3a-704f-81cb-142e0737f500,Puzzler AFV,"Minneapolis, Minnesota",@puzzlerafv
round_3,Individual Round 3,33,PZZLD-019f765d-ec3b-7092-b9eb-9bcb203cad03,Puzzler AFW,"Seattle, Washington",@puzzlerafw
round_3,Individual Round 3,34,PZZLD-019f765d-ec3c-7223-8464-5ea35d028e4e,Puzzler AFX,"Toronto, Ontario",@puzzlerafx
round_3,Individual Round 3,35,PZZLD-019f765d-ec3c-7223-8464-5ea35d23485f,Puzzler AFY,"Chicago, Illinois",@puzzlerafy
round_3,Individual Round 3,36,PZZLD-019f765d-ec3d-7013-bf3b-d4aa2e41fdcb,Puzzler AFZ,"Phoenix, Arizona",@puzzlerafz
round_3,Individual Round 3,37,PZZLD-019f765d-ec3e-7061-bd15-4eb04837ab18,Puzzler AGA,"San Diego, California",@puzzleraga
round_3,Individual Round 3,38,PZZLD-019f765d-ec3f-71d0-bd79-a0fbdecb5fbd,Puzzler AGB,"Portland, Oregon",@puzzleragb
round_3,Individual Round 3,39,PZZLD-019f765d-ec3f-71d0-bd79-a0fbdf7d6485,Puzzler AGC,"Boston, Massachusetts",@puzzleragc
round_3,Individual Round 3,40,PZZLD-019f765d-ec40-714d-b808-533d96786413,Puzzler AGD,"Austin, Texas",@puzzleragd
round_3,Individual Round 3,41,PZZLD-019f765d-ec41-7244-a0e8-6041a01181e0,Puzzler AGE,"Vancouver, British Columbia",@puzzlerage
round_3,Individual Round 3,42,PZZLD-019f765d-ec41-7244-a0e8-6041a0143285,Puzzler AGF,"Denver, Colorado",@puzzleragf
round_3,Individual Round 3,43,PZZLD-019f765d-ec42-7172-974b-8dd43c1ee20e,Puzzler AGG,"Madison, Wisconsin",@puzzleragg
round_3,Individual Round 3,44,PZZLD-019f765d-ec43-719b-a9d3-1cdc61983d69,Puzzler AGH,"Minneapolis, Minnesota",@puzzleragh
round_3,Individual Round 3,45,PZZLD-019f765d-ec43-719b-a9d3-1cdc62311bee,Puzzler AGI,"Seattle, Washington",@puzzleragi
round_3,Individual Round 3,46,PZZLD-019f765d-ec44-70cb-bf7c-ec80ec4e6811,Puzzler AGJ,"Toronto, Ontario",@puzzleragj
round_3,Individual Round 3,47,PZZLD-019f765d-ec45-7127-81d7-2b48c29ae635,Puzzler AGK,"Chicago, Illinois",@puzzleragk
round_3,Individual Round 3,48,PZZLD-019f765d-ec45-7127-81d7-2b48c31243e0,Puzzler AGL,"Phoenix, Arizona",@puzzleragl
round_3,Individual Round 3,49,PZZLD-019f765d-ec46-72d3-8070-b00afbb344f6,Puzzler AGM,"San Diego, California",@puzzleragm
round_3,Individual Round 3,50,PZZLD-019f765d-ec47-7289-9286-80ed96d413a4,Puzzler AGN,"Portland, Oregon",@puzzleragn
round_3,Individual Round 3,51,PZZLD-019fab7e-8c70-721b-b675-45f32888c0db,Puzzler AGO,"Boston, Massachusetts",@puzzlerago
round_3,Individual Round 3,52,PZZLD-019fab7e-8c72-71d3-ac05-bb054bcecf98,Puzzler AGP,"Austin, Texas",@puzzleragp
round_3,Individual Round 3,53,PZZLD-019fab7e-8c73-70ed-833d-b5a6e47227e6,Puzzler AGQ,"Vancouver, British Columbia",@puzzleragq
round_3,Individual Round 3,54,PZZLD-019fab7e-8c74-72e4-a5a4-756c1b490c80,Puzzler AGR,"Denver, Colorado",@puzzleragr
round_3,Individual Round 3,55,PZZLD-019fab7e-8c75-7154-813b-9e187fcbf657,Puzzler AGS,"Madison, Wisconsin",@puzzlerags
round_3,Individual Round 3,56,PZZLD-019fab7e-8c77-72dd-a9be-9e50a6f39444,Puzzler AGT,"Minneapolis, Minnesota",@puzzleragt
round_3,Individual Round 3,57,PZZLD-019fab7e-8c78-7082-a43b-42406eed8861,Puzzler AGU,"Seattle, Washington",@puzzleragu
round_3,Individual Round 3,58,PZZLD-019fab7e-8c79-7020-b146-f1c17868a661,Puzzler AGV,"Toronto, Ontario",@puzzleragv
round_3,Individual Round 3,59,PZZLD-019fab7e-8c7b-73c2-8af1-1efca4d05008,Puzzler AGW,"Chicago, Illinois",@puzzleragw
round_3,Individual Round 3,60,PZZLD-019fab7e-8c7d-7096-b9dd-0a9d8bcc68cd,Puzzler AGX,"Phoenix, Arizona",@puzzleragx
